1	35
1	96
1	126
1	162
1	170
1	198
1	254
1	263
1	275
1	298
1	337
1	398
1	429
1	449
1	535
1	579
1	603
1	673
1	1009
1	1022
1	1161
1	1213
1	1282
1	1349
1	1474
1	1563
1	1624
1	1767
1	1875
1	1976
1	2084
1	2130
1	2456
1	2474
1	2487
1	2540
1	2567
1	2585
1	2602
1	2748
1	2838
1	2974
1	3017
1	3094
1	3154
1	3167
1	3187
1	3530
1	3540
1	3645
2	29
2	37
2	44
2	53
2	70
2	88
2	143
2	172
2	181
2	210
2	232
2	290
2	337
2	428
2	472
2	485
2	563
2	650
2	767
2	890
2	910
2	916
2	1000
2	1045
2	1053
2	1060
2	1077
2	1159
2	1163
2	1190
2	1262
2	1338
2	1617
2	1659
2	1791
2	1850
2	2029
2	2170
2	2352
2	2755
2	2872
2	2942
2	2946
2	2960
2	3008
2	3273
2	3409
2	3600
2	3601
2	3840
3	11
3	25
3	150
3	157
3	177
3	182
3	297
3	370
3	431
3	443
3	448
3	554
3	564
3	572
3	723
3	732
3	740
3	744
3	869
3	878
3	899
3	939
3	1126
3	1240
3	1261
3	1312
3	1365
3	1406
3	1506
3	1580
3	1774
3	2187
3	2246
3	2400
3	2492
3	2524
3	2574
3	2612
3	2797
3	2867
3	3026
3	3034
3	3115
3	3175
3	3240
3	3331
3	3805
3	3816
3	3879
3	3912
4	34
4	37
4	51
4	103
4	104
4	116
4	203
4	218
4	261
4	289
4	397
4	414
4	503
4	525
4	537
4	606
4	611
4	623
4	646
4	648
4	688
4	703
4	728
4	738
4	801
4	996
4	1020
4	1158
4	1230
4	1253
4	1344
4	1354
4	1632
4	1704
4	1706
4	1858
4	2018
4	2157
4	2315
4	2376
4	2464
4	2746
4	2778
4	3151
4	3310
4	3412
4	3478
4	3510
4	3815
4	3868
5	31
5	34
5	72
5	81
5	86
5	100
5	102
5	103
5	105
5	131
5	135
5	147
5	166
5	178
5	190
5	261
5	270
5	302
5	352
5	359
5	407
5	408
5	444
5	494
5	505
5	605
5	608
5	613
5	683
5	795
5	847
5	879
5	1074
5	1086
5	1365
5	1450
5	1576
5	1720
5	1843
5	1867
5	2211
5	2456
5	2691
5	2818
5	3335
5	3377
5	3731
5	3755
5	3781
6	13
6	30
6	51
6	53
6	81
6	92
6	100
6	189
6	205
6	206
6	315
6	473
6	489
6	558
6	614
6	639
6	809
6	822
6	843
6	885
6	1008
6	1123
6	1124
6	1143
6	1152
6	1158
6	1368
6	1411
6	1425
6	1452
6	1490
6	1578
6	1651
6	1680
6	1778
6	1927
6	1944
6	1963
6	2078
6	2212
6	2216
6	2514
6	3043
6	3220
6	3255
6	3286
6	3459
6	3627
6	3743
7	27
7	36
7	39
7	59
7	60
7	61
7	68
7	194
7	276
7	280
7	285
7	294
7	316
7	332
7	345
7	346
7	486
7	629
7	697
7	706
7	715
7	729
7	791
7	929
7	1067
7	1102
7	1133
7	1183
7	1478
7	1574
7	1609
7	1719
7	1759
7	1881
7	1922
7	1993
7	2030
7	2136
7	2147
7	2151
7	2240
7	2407
7	2665
7	2737
7	2900
7	2945
7	3099
7	3958
7	3992
8	17
8	87
8	110
8	149
8	197
8	265
8	328
8	350
8	372
8	432
8	553
8	618
8	636
8	640
8	672
8	682
8	786
8	848
8	979
8	1033
8	1068
8	1086
8	1147
8	1402
8	1520
8	1642
8	1683
8	1813
8	1854
8	1895
8	1915
8	1972
8	1980
8	1988
8	2006
8	2026
8	2031
8	2044
8	2104
8	2236
8	2377
8	2681
8	2803
8	2912
8	3003
8	3803
8	3820
8	3941
9	22
9	36
9	68
9	92
9	161
9	211
9	213
9	258
9	261
9	280
9	335
9	369
9	377
9	379
9	381
9	497
9	521
9	582
9	610
9	700
9	758
9	771
9	831
9	846
9	917
9	984
9	1213
9	1314
9	1448
9	1561
9	1637
9	1736
9	1780
9	1892
9	1933
9	2031
9	2047
9	2279
9	2734
9	2737
9	2936
9	3150
9	3237
9	3353
9	3393
9	3681
9	3873
9	3883
10	86
10	200
10	242
10	396
10	437
10	448
10	454
10	468
10	625
10	802
10	849
10	874
10	958
10	1011
10	1052
10	1187
10	1207
10	1270
10	1285
10	1300
10	1396
10	1435
10	1452
10	1532
10	1663
10	1668
10	1781
10	1918
10	1921
10	2133
10	2497
10	2527
10	2573
10	2605
10	2616
10	2630
10	2640
10	2652
10	2882
10	3131
10	3228
10	3277
10	3480
10	3602
10	3628
10	3726
10	3776
10	3816
11	157
11	177
11	182
11	240
11	266
11	341
11	363
11	370
11	387
11	416
11	431
11	443
11	448
11	632
11	732
11	740
11	744
11	869
11	939
11	1026
11	1240
11	1261
11	1291
11	1365
11	1406
11	1409
11	1506
11	1584
11	1687
11	1710
11	1767
11	1797
11	2152
11	2266
11	2415
11	2590
11	2733
11	2806
11	2811
11	2820
11	2896
11	2943
11	3239
11	3619
11	3654
11	3762
11	3805
12	32
12	108
12	125
12	135
12	155
12	273
12	290
12	320
12	361
12	418
12	434
12	451
12	561
12	625
12	665
12	669
12	824
12	828
12	860
12	1034
12	1035
12	1168
12	1169
12	1171
12	1301
12	1315
12	1327
12	1331
12	1571
12	1985
12	2131
12	2275
12	2369
12	2375
12	2475
12	2601
12	2885
12	3165
12	3169
12	3184
12	3195
12	3559
12	3660
12	3667
12	3753
12	3886
12	3970
13	81
13	118
13	158
13	180
13	189
13	245
13	257
13	281
13	289
13	300
13	384
13	453
13	519
13	558
13	570
13	591
13	659
13	793
13	820
13	822
13	913
13	960
13	1088
13	1105
13	1317
13	1388
13	1568
13	1673
13	1938
13	1965
13	2032
13	2049
13	2110
13	2129
13	2204
13	2222
13	2469
13	2470
13	2789
13	2963
13	3112
13	3119
13	3244
13	3380
13	3605
13	3659
14	31
14	33
14	71
14	98
14	123
14	228
14	328
14	394
14	456
14	720
14	770
14	868
14	876
14	888
14	949
14	957
14	1080
14	1160
14	1248
14	1258
14	1269
14	1339
14	1439
14	1468
14	1684
14	1690
14	1763
14	1833
14	1919
14	1931
14	2011
14	2209
14	2288
14	2608
14	2677
14	2855
14	2931
14	3088
14	3219
14	3396
14	3470
14	3514
14	3612
14	3722
14	3765
14	3793
14	3979
15	20
15	23
15	58
15	81
15	82
15	90
15	98
15	162
15	237
15	431
15	538
15	546
15	567
15	637
15	815
15	951
15	954
15	968
15	1044
15	1055
15	1142
15	1166
15	1198
15	1244
15	1255
15	1449
15	1616
15	1662
15	2062
15	2121
15	2163
15	2282
15	2338
15	2451
15	2541
15	2570
15	2799
15	2870
15	2918
15	2946
15	3181
15	3307
15	3666
15	3768
15	3920
15	3960
15	3981
16	19
16	36
16	68
16	83
16	156
16	161
16	194
16	269
16	277
16	285
16	351
16	467
16	513
16	534
16	540
16	746
16	781
16	927
16	1027
16	1077
16	1141
16	1259
16	1363
16	1454
16	1460
16	1559
16	1618
16	1796
16	1933
16	1977
16	2031
16	2038
16	2056
16	2253
16	2450
16	2594
16	2624
16	2636
16	2832
16	2958
16	2961
16	3010
16	3388
16	3395
16	3529
16	3645
16	3940
17	29
17	80
17	84
17	86
17	110
17	149
17	197
17	265
17	272
17	294
17	313
17	328
17	360
17	372
17	423
17	493
17	553
17	682
17	706
17	800
17	848
17	912
17	1068
17	1128
17	1386
17	1412
17	1642
17	1854
17	1878
17	1968
17	1972
17	1980
17	1998
17	2044
